PROCEDIMENTO;RN_alteracao;VIGENCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPITULO
ULTRASSONOGRAFIA DE GLOBO OCULAR COM OU SEM DOPPLER COLORIDO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA DE MAMA;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA DE ORGAOS SUPERFICIAIS TIREOIDE, ESCROTO, PENIS OU CRANIO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA TRANSRETAL;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA DE RETROPERITONIO GRANDES VASOS OU ADRENAIS;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA DERMATOLOGICA - PELE E SUBCUTANEO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA DIAGNOSTICA OCULAR;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA OBSTETRICA COM TRANSLUCENCIA NUCALULTRASSONOGRAFIA MORFOLOGICA DO 1o TRIMESTRE COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;;REF;;76;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA OBSTETRICA CONVENCIONALCOM OU SEM DOPPLER COLORIDO;;;;AMB;HCO;;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA OBSTETRICA ENDOVAGINAL;;;;AMB;HCO;;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA OBSTETRICA MORFOLOGICA COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;;REF;;75;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA OBSTETRICA PERFIL BIOFISICO FETAL;;;;AMB;HCO;;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA - PECA CIRUGICA;;;;AMB;HCO;;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA TORACICA EXTRACARDIACA;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA TRANSVAGINAL INCLUI ABDOME INFERIOR FEMININO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA TRANSVAGINAL PARA CONTROLE DE OVULACAO INCLUI ABDOME INFERIOR FEMININO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA DIAGNOSTICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DOPPLER COLORIDO INTRA-OPERATORIO;;;;;HCO;HSO;REF;;;ULTRASSONOGRAFIA INTERVENCIONISTA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ECODOPPLERCARDIOGRAMA TRANSOPERATORIO - TRANSESOFAGICO OU EPICARDICO;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA INTERVENCIONISTA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
PUNCAO ASPIRATIVA ORIENTADA POR US;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA INTERVENCIONISTA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
PUNCAO VASCULAR ORIENTADA POR US;;;;AMB;HCO;HSO;REF;;;ULTRASSONOGRAFIA INTERVENCIONISTA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
REDUCAO DE INVAGINACAO INTESTINAL POR ENEMA, ORIENTADA POR US;;;;AMB;HCO;HSO;REF;PAC;;ULTRASSONOGRAFIA INTERVENCIONISTA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA TRANSRETAL COM BIOPSIA;;;;;HCO;HSO;REF;PAC;;ULTRASSONOGRAFIA INTERVENCIONISTA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ULTRASSONOGRAFIA OBSTETRICA COM AMNIOCENTESE, BIOPSIA OU PUNCAO ASPIRATIVA;;;;AMB;HCO;;REF;;;ULTRASSONOGRAFIA INTERVENCIONISTA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANGIOTOMOGRAFIA CRANIO, PESCOCO, TORAX, ABDOME SUPERIOR OU PELVE - ARTERIAL OU VENOSA EXCLUI TOMOGRAFIA MULTISLICE;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANGIOTOMOGRAFIA ARTERIAL DE MEMBRO INFERIOR COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;PAC;116;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANGIOTOMOGRAFIA DE AORTA ABDOMINAL;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANGIOTOMOGRAFIA DE AORTA TORACICA;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANGIOTOMOGRAFIA CORONARIANA COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;PAC;3;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TOMOGRAFIA COMPUTADORIZADA DE ABDOME SUPERIOR;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TOMOGRAFIA COMPUTADORIZADA DE ABDOME TOTAL ABDOME SUPERIOR, PELVE E RETROPERITONIO;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TOMOGRAFIA COMPUTADORIZADA DE ARTICULACAO ESTERNOCLAVICULAR, OMBRO, COTOVELO, PUNHO, SACROILIACA, COXOFEMORAL, JOELHO OU PE;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES TEMPOROMANDIBULARES;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TOMOGRAFIA DE COERENCIA OPTICA COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;;69;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TOMOGRAFIA COMPUTADORIZADA DE COLUNA CERVICAL, DORSAL OU LOMBAR;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TOMOGRAFIA COMPUTADORIZADA DE CRANIO, SELA TURCICA OU ORBITAS;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TOMOGRAFIA COMPUTADORIZADA DE FACE OU SEIOS DA FACE;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TOMOGRAFIA COMPUTADORIZADA DE MANDIBULAMAXILA;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TOMOGRAFIA COMPUTADORIZADA DE MASTOIDES OU ORELHAS;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TOMOGRAFIA COMPUTADORIZADA DE PELVE OU BACIA;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TOMOGRAFIA COMPUTADORIZADA DE PESCOCO PARTES MOLES, LARINGE, TIREOIDE E FARINGE;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TOMOGRAFIA COMPUTADORIZADA DE SEGMENTOS APENDICULARES BRACO, ANTEBRACO, MAO, COXA, PERNA OU PE;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TOMOGRAFIA COMPUTADORIZADA DE TORAX;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
DRENAGEM PERCUTANEA ORIENTADA POR TC;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA INTERVENCIONISTA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
PUNCAO ASPIRATIVA ORIENTADA POR TC;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA INTERVENCIONISTA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
TOMOMIELOGRAFIA;;;;AMB;HCO;HSO;REF;PAC;;TOMOGRAFIA COMPUTADORIZADA INTERVENCIONISTA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANGIO-RM CRANIO, PESCOCO, TORAX, ABDOME SUPERIOR OU PELVE - ARTERIAL OU VENOSA;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANGIO-RM DE AORTA ABDOMINAL;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANGIO-RM DE AORTA TORACICA;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANGIO-RM ARTERIAL DE MEMBRO INFERIOR COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;PAC;115;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ARTRO-RM INCLUI A PUNCAO ARTICULAR;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ESPECTROSCOPIA POR RESSONANCIA MAGNETICA;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
HIDRO-RM COLANGIO-RM, URO-RM, MIELO-RM, CIALO-RM OU CISTOGRAFIA POR RM;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA ARTICULAR;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE ABDOME SUPERIOR FIGADO, PANCREAS, BACO, RINS, SUPRA-RENAIS, RETROPERITONIO;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE ARTICULACAO TEMPOROMANDIBULAR;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE BACIA ARTICULACOES SACROILIACAS;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE BASE DO CRANIO;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE BOLSA ESCROTAL;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE COLUNA CERVICAL, DORSAL OU LOMBAR;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE CORACAO - MORFOLOGICO E FUNCIONAL COM OU SEM PERFUSAO, VIABILIDADE MIOCARDICA E ESTRESSE;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE COXA;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE CRANIO ENCEFALO;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE FACE OU SEIOS DA FACE;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RM - FLUXO LIQUORICO - COMPLEMENTAR A RESSONANCIA MAGNETICA COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;PAC;123;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE MAMA;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE MAO;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE MEMBRO SUPERIOR;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE ORBITAS;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE OSSOS TEMPORAIS;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE PE ANTEPE;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE PELVE;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE PENIS;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE PERNA;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE PESCOCO NASOFARINGE, OROFARINGE, LARINGE, TRAQUEIA, TIREOIDE, PARATIREOIDE;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE PLEXO BRAQUIAL DESFILADEIRO TORACICO OU LOMBOSSACRAL;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE SELA TURCICA HIPOFISE;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA DE TORAX MEDIASTINO, PULMAO, PAREDE TORACICA;;;;AMB;HCO;HSO;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RESSONANCIA MAGNETICA FETAL;;;;AMB;HCO;;REF;PAC;;RESSONANCIA MAGNETICA;METODOS DIAGNOSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
IRRADIACAO DE MEIO-CORPO;;;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
IRRADIACAO DE PELE TOTAL;;;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
IRRADIACAO DO CORPO INTEIRO;;;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
PROFILAXIATERAPIA DE GINECOMASTIA HOMEM SOB HORMONIOTERAPIA;;;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RADIOCIRURGIA POR ESTEREOTAXIA OU GAMA-KNIFE;;;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RADIOTERAPIA ANTI-INFLAMATORIA;;;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RADIOTERAPIA COM MODULACAO DA INTENSIDADE DO FEIXE IMRT PARA NEOPLASIAS PRIMARIAS DA PROSTATA;6032024;02052024;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RADIOTERAPIA COM MODULACAO DA INTENSIDADE DO FEIXE IMRT PARA TUMORES DA REGIAO DA CABECA E PESCOCO;;;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RADIOTERAPIA COM MODULACAO DA INTENSIDADE DO FEIXE IMRT PARA TUMORES DE PULMAO, MEDIASTINO E ESOFAGO;5842023;01092023;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RADIOTERAPIA CONFORMADA TRIDIMENSIONAL - PARA CABECA E PESCOCO, SISTEMA NERVOSO CENTRAL SNC, MAMA, TORAX, ABDOME E PELVE;;;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RADIOTERAPIA CONVENCIONAL COM ACELERADOR LINEAR COM FOTONS E ELETRONS;;;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RADIOTERAPIA CONVENCIONAL COM ACELERADOR LINEAR COM UNIDADE DE TELECOBALTO;;;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RADIOTERAPIA CONVENCIONAL COM ACELERADOR LINEAR SO COM FOTONS;;;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RADIOTERAPIA DE HEMANGIOMA;;;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RADIOTERAPIA ESTEREOTAXICA FRACIONADA;;;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RADIOTERAPIA INTRAOPERATORIA POR ELETRONS IOERT - COM DIRETRIZ DE UTILIZACAO;;;;;HCO;HSO;REF;PAC;147;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
RADIOTERAPIA PARA PROFILAXIA DE QUELOIDE;;;;AMB;HCO;HSO;REF;PAC;;RADIOTERAPIA MEGAVOLTAGEM;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
BRAQUITERAPIA INTERSTICIAL;;;;AMB;HCO;HSO;REF;PAC;;BRAQUITERAPIA DE ALTA TAXA DE DOSE BATD;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
BRAQUITERAPIA INTRACAVITARIA;;;;AMB;HCO;HSO;REF;PAC;;BRAQUITERAPIA DE ALTA TAXA DE DOSE BATD;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
BRAQUITERAPIA INTRALUMINAL;;;;AMB;HCO;HSO;REF;PAC;;BRAQUITERAPIA DE ALTA TAXA DE DOSE BATD;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
BRAQUITERAPIA POR MOLDAGEM OU CONTATO;;;;AMB;HCO;HSO;REF;PAC;;BRAQUITERAPIA DE ALTA TAXA DE DOSE BATD;RADIOTERAPIA;PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
